index	label
1	ACAL
2	ACAR
3	MLSL
4	MLSR
5	LLSL
6	LLSR
7	MCAFL
8	MCAFR
9	MCAPL
10	MCAPR
11	MCATL
12	MCATR
13	MCAOL
14	MCAOR
15	MCAIL
16	MCAIR
17	PCATL
18	PCATR
19	PCAOL
20	PCAOR
21	PCTPL
22	PCTPR
23	ACTPL
24	ACTPR
25	BL
26	BR
27	SCL
28	SCR
29	ICL
30	ICR
31	LVL
32	LVR
